junction_id,tls_id,icid,name,x,y,connections
648172966,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1462.92,648.30,68
648172969,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1459.26,636.39,68
648172971,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1455.55,624.30,68
648172973,648172973,,,1363.58,287.55,3
648172998,joinedS_13377838071_13377838072_13377838078_13377838088_#7more,,,1902.85,465.91,36
648173036,joinedS_5051817839_648172987_648173036,,,1362.26,184.25,6
648173078,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1467.32,624.17,68
648173081,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1471.50,636.05,68
648173084,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1475.57,647.44,68
648173087,joinedS_280389395_648173087_6681285081_6681285082_#2more,,,1563.70,920.58,28
648173104,joinedS_648173104_648173132_648173192_7702094887_#5more,,,1574.38,633.11,28
648173105,joinedS_269201135_6299442133_6395490563_6395490564_#7more,,,1151.38,645.20,61
648173107,joinedS_12185478575_1720485444_346114642_4514904152_#7more,,,788.17,702.38,45
648173130,joinedS_13377838029_13377838034_13377838040_13377838070_#18more,,,1906.94,637.14,70
648173132,joinedS_648173104_648173132_648173192_7702094887_#5more,,,1576.64,644.81,28
648173192,joinedS_648173104_648173132_648173192_7702094887_#5more,,,1572.11,621.99,28
648173196,joinedS_269201135_6299442133_6395490563_6395490564_#7more,,,1148.63,634.88,61
654326102,joinedS_6256180031_6256180034_6256180035_6256180040_#5more,,,1649.07,1770.83,50
654326129,joinedS_6256180031_6256180034_6256180035_6256180040_#5more,,,1623.27,1752.51,50
654326185,joinedS_6256180031_6256180034_6256180035_6256180040_#5more,,,1596.14,1733.55,50
654326213,joinedS_4217592199_4502831467_4502831468_4502831471_#4more,,,1940.44,1762.23,34
654326238,joinedS_4217592199_4502831467_4502831468_4502831471_#4more,,,1954.64,1761.70,34
6547957810,joinedS_1446842498_6547957810_6547957814,,,1519.74,777.62,10
6547957811,joinedS_1446842500_6547957811_6547957815,,,1507.59,781.81,10
6547957814,joinedS_1446842498_6547957810_6547957814,,,1515.96,766.43,10
6547957815,joinedS_1446842500_6547957811_6547957815,,,1503.48,769.25,10
655374960,655374960,,,1825.78,1280.47,4
655375108,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1710.14,1500.48,27
655375228,joinedS_4868177053_4868177068_655375228_655375239_#1more,IJTJ9,八德路一段-金山北路,1636.99,1233.23,27
655375231,joinedS_655375231_6982059025_6982059026_6982059035_#1more,,,2203.38,1439.66,18
655375232,joinedS_3086736518_4510431305_655375232_655375233_#5more,IK9KC,八德路二段-市民三段,2124.79,1381.06,37
655375233,joinedS_3086736518_4510431305_655375232_655375233_#5more,IK9KC,八德路二段-市民三段,2099.55,1361.51,37
655375235,joinedS_2528018119_4189528019_4217592189_4554226136_#4more,,,1962.34,1316.06,44
655375236,joinedS_2528018119_4189528019_4217592189_4554226136_#4more,,,1945.76,1311.91,44
655375239,joinedS_4868177053_4868177068_655375228_655375239_#1more,IJTJ9,八德路一段-金山北路,1658.84,1238.72,27
655375240,joinedS_4868177053_4868177068_655375228_655375239_#1more,IJTJ9,八德路一段-金山北路,1631.40,1231.83,27
655375241,joinedS_655375241_655375242,IJTJ8,忠孝東二段--八德路一段,1541.29,1209.19,13
655375242,joinedS_655375241_655375242,IJTJ8,忠孝東二段--八德路一段,1537.38,1195.10,13
655375246,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1712.57,1508.52,27
655375247,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1706.62,1489.66,27
655375248,655375248,,,1623.60,1198.99,3
655375249,655375249,,,1600.40,1176.49,4
655375286,655375286,,,1716.34,1601.99,2
655375293,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1925.36,1475.03,97
655375296,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1932.56,1484.75,97
655375319,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1919.57,1495.52,97
655375336,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1945.62,1412.60,97
655375345,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1924.37,1418.93,97
655375393,655375393,,,1248.93,1645.09,2
655375401,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1728.51,1483.12,27
655375489,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1729.27,1502.98,27
655375505,655375505,,,1051.37,1711.37,2
655375573,joinedS_2038168688_4868328896_4868328897_4868328900_#2more,,,1717.92,1154.37,34
655375574,655375574,,,1660.93,1172.31,3
655375578,655375578,,,1632.05,1151.55,1
656132411,joinedS_4374470814_4374470816_4502831484_4502831485_#2more,,,1950.37,1611.12,37
656132426,joinedS_4502831460_4502831461_4502831464_4502831465_#2more,,,1959.54,1954.38,33
656132429,656132429,,,2132.67,2040.17,9
656132446,656132446,,,1960.06,2003.31,6
656132459,joinedS_6256180026_656132459,,,1653.05,1713.62,5
656132471,joinedS_5031897372_5031897373_656132471,,,2124.91,1756.38,20
656132475,joinedS_4374470814_4374470816_4502831484_4502831485_#2more,,,1937.08,1611.58,37
656132482,joinedS_4502831460_4502831461_4502831464_4502831465_#2more,,,1945.19,1953.96,33
656132495,656132495,,,1793.97,1766.27,16
656132497,656132497,,,1781.73,1590.71,1
656132500,656132500,,,1653.33,1905.81,2
656132503,656132503,,,1504.57,1948.35,4
656132505,656132505,,,1799.61,1990.90,9
656132506,656132506,,,1656.08,1992.72,16
656132508,656132508,,,1804.08,2152.50,1
656132663,656132663,,,2135.59,2146.80,1
656415927,656415927,,,1457.36,1980.68,5
656415965,656415965,,,1483.90,1917.20,2
656415968,656415968,,,1141.12,1979.76,2
656415974,656415974,,,1003.73,2177.93,1
656415975,joinedS_656415975_7702094922_7702094923,,,927.52,1892.55,20
656415976,656415976,,,912.86,1840.46,2
656415977,656415977,,,898.58,1723.70,2
656416019,joinedS_656416019_7578669912_7578669914,,,1459.13,1753.25,13
656416041,joinedS_656416041_7578663863_7578663864,,,1282.20,1800.07,16
656416051,joinedS_3196999068_656416051,,,1246.10,1668.99,7
656416081,656416081,,,701.12,1703.93,4
656416084,joinedS_656416084_656416180_656416199_7578670047_#7more,,,805.15,1925.88,56
656416093,656416093,,,966.06,1346.02,2
656416097,656416097,,,997.96,1368.17,4
656416099,656416099,,,1013.80,1517.77,3
656416103,656416103,,,1085.29,1707.44,2
656416106,joinedS_656416106_7578663866_7578663867_7578663868_#1more,,,1101.43,1847.13,25
656416180,joinedS_656416084_656416180_656416199_7578670047_#7more,,,791.70,1929.80,56
656416181,656416181,,,712.66,1762.25,2
656416182,656416182,,,686.30,1729.66,2
656416183,656416183,,,593.01,1492.06,1
656416184,656416184,,,555.41,1467.39,3
656416199,joinedS_656416084_656416180_656416199_7578670047_#7more,,,815.80,1922.61,56
656416203,656416203,,,744.37,1738.15,2
656416206,656416206,,,712.17,1702.39,1
656416209,656416209,,,635.22,1469.80,3
656416212,656416212,,,600.47,1434.75,2
656416225,656416225,,,487.66,1032.27,2
656416255,656416255,,,978.64,1391.28,3
656416256,656416256,,,604.38,1484.83,4
656416294,656416294,,,1067.78,1720.22,2
656416299,656416299,,,725.19,1757.19,4
656416323,656416323,,,1042.48,1691.43,2
6612040617,joinedS_1446745542_1933369991_5051817844_6612040617_#4more,,,1069.17,346.59,35
6612040618,joinedS_269201135_6299442133_6395490563_6395490564_#7more,,,1146.23,625.82,61
6681285081,joinedS_280389395_648173087_6681285081_6681285082_#2more,,,1561.10,910.63,28
6681285082,joinedS_280389395_648173087_6681285081_6681285082_#2more,,,1548.59,914.50,28
6681320985,6681320985,,,1580.49,1197.23,3
6691390582,joinedS_618866230_619136879_6257336101_6257336102_#2more,,,3030.03,783.86,30
6691390583,joinedS_618866230_619136879_6257336101_6257336102_#2more,,,3018.12,784.89,30
6691406886,joinedS_6263888526_631822123_631822125_6691406886_#2more,,,3061.55,1713.14,50
6691406887,joinedS_6263888526_631822123_631822125_6691406886_#2more,,,3047.63,1713.50,50
6924514558,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1451.72,648.78,68
6924514564,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1481.02,635.77,68
6924514571,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1487.48,646.71,68
6924514583,joinedS_4539178732_4539178751_6207335476_6207335477_#11more,,,1448.44,636.71,68
694352600,joinedS_1446745542_1933369991_5051817844_6612040617_#4more,,,1066.45,339.92,35
6963991208,6963991208,,,1139.13,1972.26,2
6963991209,6963991209,,,1131.88,1974.31,2
6982059025,joinedS_655375231_6982059025_6982059026_6982059035_#1more,,,2223.42,1450.18,18
6982059026,joinedS_655375231_6982059025_6982059026_6982059035_#1more,,,2217.08,1457.11,18
6982059029,joinedS_623980147_623980152_6982059029_6982059030,,,2282.91,1481.58,21
6982059030,joinedS_623980147_623980152_6982059029_6982059030,,,2282.79,1489.41,21
6982059035,joinedS_655375231_6982059025_6982059026_6982059035_#1more,,,2198.81,1452.79,18
6982059036,joinedS_655375231_6982059025_6982059026_6982059035_#1more,,,2186.33,1441.37,18
6982059038,joinedS_3086736518_4510431305_655375232_655375233_#5more,IK9KC,八德路二段-市民三段,2128.36,1355.80,37
6982059040,joinedS_3086736518_4510431305_655375232_655375233_#5more,IK9KC,八德路二段-市民三段,2140.83,1378.16,37
6982059042,joinedS_3086736518_4510431305_655375232_655375233_#5more,IK9KC,八德路二段-市民三段,2135.45,1388.52,37
6982059051,joinedS_3086736518_4510431305_655375232_655375233_#5more,IK9KC,八德路二段-市民三段,2111.35,1383.66,37
6982059054,joinedS_3086736518_4510431305_655375232_655375233_#5more,IK9KC,八德路二段-市民三段,2086.48,1366.77,37
7199509888,joinedS_280389395_648173087_6681285081_6681285082_#2more,,,1567.70,932.28,28
7199509889,joinedS_280389395_648173087_6681285081_6681285082_#2more,,,1554.02,936.30,28
7578663854,joinedS_618649292_618649300_618649328_618649339_#10more,,,3240.79,575.06,53
7578663855,joinedS_618649292_618649300_618649328_618649339_#10more,,,3240.30,560.93,53
7578663856,joinedS_618649292_618649300_618649328_618649339_#10more,,,3241.23,587.90,53
7578663857,joinedS_618649292_618649300_618649328_618649339_#10more,,,3241.70,601.39,53
7578663858,joinedS_618649292_618649300_618649328_618649339_#10more,,,3266.60,574.25,53
7578663859,joinedS_618649292_618649300_618649328_618649339_#10more,,,3267.24,559.99,53
7578663860,joinedS_618649292_618649300_618649328_618649339_#10more,,,3266.03,586.95,53
7578663861,joinedS_618649292_618649300_618649328_618649339_#10more,,,3265.42,600.48,53
7578663863,joinedS_656416041_7578663863_7578663864,,,1275.39,1801.77,16
7578663864,joinedS_656416041_7578663863_7578663864,,,1287.93,1798.54,16
7578663866,joinedS_656416106_7578663866_7578663867_7578663868_#1more,,,1098.87,1837.49,25
7578663867,joinedS_656416106_7578663866_7578663867_7578663868_#1more,,,1114.45,1843.67,25
7578663868,joinedS_656416106_7578663866_7578663867_7578663868_#1more,,,1108.83,1859.18,25
7578663869,joinedS_656416106_7578663866_7578663867_7578663868_#1more,,,1102.23,1861.00,25
7578669912,joinedS_656416019_7578669912_7578669914,,,1466.40,1751.31,13
7578669914,joinedS_656416019_7578669912_7578669914,,,1451.06,1755.40,13
7578669981,joinedS_631821995_7578669981_7578669982_7578669983_#2more,,,2883.77,1735.63,28
7578669982,joinedS_631821995_7578669981_7578669982_7578669983_#2more,,,2883.73,1730.07,28
7578669983,joinedS_631821995_7578669981_7578669982_7578669983_#2more,,,2865.02,1736.21,28
7578669984,joinedS_631821995_7578669981_7578669982_7578669983_#2more,,,2864.58,1730.68,28
7578669985,7578669985,,,2461.94,1748.81,2
7578669986,7578669986,,,2461.86,1743.25,2
7578670047,joinedS_656416084_656416180_656416199_7578670047_#7more,,,799.68,1946.75,56
7578670048,joinedS_656416084_656416180_656416199_7578670047_#7more,,,821.31,1936.71,56
7578670049,joinedS_656416084_656416180_656416199_7578670047_#7more,,,811.78,1941.12,56
7578670051,joinedS_656416084_656416180_656416199_7578670047_#7more,,,810.56,1909.94,56
7578670052,joinedS_656416084_656416180_656416199_7578670047_#7more,,,799.94,1914.88,56
7578670053,joinedS_656416084_656416180_656416199_7578670047_#7more,,,787.47,1920.66,56
7578670096,joinedS_631821997_631821998_7578670096_7578670097_#2more,,,2889.90,1605.77,30
7578670097,joinedS_631821997_631821998_7578670096_7578670097_#2more,,,2888.27,1612.73,30
7578670098,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1703.59,1477.94,27
7578670099,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1727.86,1470.09,27
7578670101,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1737.38,1500.96,27
7578670102,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1734.33,1481.43,27
7578670106,7578670106,,,1066.54,1715.52,2
7578670107,joinedS_7578670107_7578670108_965533193,,,839.87,1588.86,20
7578670108,joinedS_7578670107_7578670108_965533193,,,857.72,1583.85,20
7578670109,7578670109,,,690.85,1629.63,2
7578670112,7578670112,,,647.86,1617.11,1
7578670115,7578670115,,,672.74,1611.92,1
7578670118,7578670118,,,689.42,1649.84,1
7578670120,7578670120,,,733.78,1748.08,2
7578670121,7578670121,,,723.08,1752.74,4
7578670122,7578670122,,,710.74,1758.11,2
7578670138,joinedS_631822119_631822120_7578670138_7578670139_#2more,,,2559.94,1530.47,23
7578670139,joinedS_631822119_631822120_7578670138_7578670139_#2more,,,2559.50,1538.87,23
7578670141,joinedS_631822119_631822120_7578670138_7578670139_#2more,,,2576.02,1533.24,23
7578670142,joinedS_631822119_631822120_7578670138_7578670139_#2more,,,2574.62,1541.14,23
7578670143,joinedS_2527532992_631822172_7578670143_7578670144_#3more,,,2723.53,1563.07,35
7578670144,joinedS_2527532992_631822172_7578670143_7578670144_#3more,,,2720.01,1569.11,35
7578670145,joinedS_2527532992_631822172_7578670143_7578670144_#3more,,,2706.91,1573.15,35
7578670146,joinedS_2527532992_631822172_7578670143_7578670144_#3more,,,2699.59,1556.79,35
7578670147,joinedS_2527532992_631822172_7578670143_7578670144_#3more,,,2697.49,1563.56,35
7578670148,joinedS_631821997_631821998_7578670096_7578670097_#2more,,,2868.52,1599.95,30
7578670149,joinedS_631821997_631821998_7578670096_7578670097_#2more,,,2867.01,1606.72,30
7578670194,joinedS_1223756314_1223757286_2766951689_5247481909_#5more,,,979.73,672.37,28
7578670195,joinedS_1223756314_1223757286_2766951689_5247481909_#5more,,,983.30,683.78,28
7578670424,joinedS_631821995_7578669981_7578669982_7578669983_#2more,,,2872.81,1730.42,28
7578670425,joinedS_3945157130_4504820321_4504820323_4504820326_#4more,,,2709.74,1735.51,40
7578670426,joinedS_3945157130_4504820321_4504820323_4504820326_#4more,,,2697.13,1735.92,40
7578670427,joinedS_3945157130_4504820321_4504820323_4504820326_#4more,,,2685.54,1736.27,40
7578670428,7578670428,,,2576.19,1739.69,2
7578670429,7578670429,,,2567.03,1740.10,2
7578670431,joinedS_11224250307_4375805940_4504820336_631822079_#2more,,,2357.22,1746.53,16
7578670432,joinedS_6263888526_631822123_631822125_6691406886_#2more,,,3047.82,1725.07,50
7592277972,joinedS_1223756314_1223757286_2766951689_5247481909_#5more,,,976.24,661.24,28
7702094887,joinedS_648173104_648173132_648173192_7702094887_#5more,,,1581.72,632.90,28
7702094888,joinedS_648173104_648173132_648173192_7702094887_#5more,,,1580.15,621.48,28
7702094889,joinedS_648173104_648173132_648173192_7702094887_#5more,,,1583.39,644.70,28
7702094891,joinedS_648173104_648173132_648173192_7702094887_#5more,,,1566.15,633.34,28
7702094892,joinedS_648173104_648173132_648173192_7702094887_#5more,,,1563.22,622.45,28
7702094893,joinedS_648173104_648173132_648173192_7702094887_#5more,,,1569.30,645.11,28
7702094894,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1704.03,1511.31,27
7702094895,joinedS_3086736522_655375108_655375246_655375247_#8more,,,1697.35,1492.09,27
7702094896,7702094896,,,891.61,1701.88,2
7702094898,7702094898,,,893.66,1724.04,2
7702094899,7702094899,,,1081.66,1708.06,2
7702094900,7702094900,,,1077.19,1687.04,1
7702094901,7702094901,,,731.19,1719.91,2
7702094902,7702094902,,,738.77,1739.28,2
7702094903,7702094903,,,867.58,1703.78,3
7702094904,7702094904,,,871.44,1725.31,2
7702094905,7702094905,,,698.20,1747.84,2
7702094906,7702094906,,,689.97,1728.85,2
7702094922,joinedS_656415975_7702094922_7702094923,,,922.88,1894.22,20
7702094923,joinedS_656415975_7702094922_7702094923,,,934.08,1890.90,20
7702094933,joinedS_2142307087_2142307088_2144167929_4420563241_#3more,,,634.85,1971.50,29
7702094936,7702094936,,,602.42,1980.13,3
7702094938,joinedS_656416084_656416180_656416199_7578670047_#7more,,,780.63,1932.75,56
7702094940,joinedS_2142307087_2142307088_2144167929_4420563241_#3more,,,667.62,1962.79,29
7702094943,7702094943,,,591.27,1983.09,3
7702095011,joinedS_656416084_656416180_656416199_7578670047_#7more,,,826.06,1919.79,56
7721115264,joinedS_618866534_619120421_6397118896_6397118897_#2more,,,3365.51,990.40,31
7721115265,joinedS_618866534_619120421_6397118896_6397118897_#2more,,,3365.30,975.81,31
7723486808,7723486808,,,452.97,907.61,2
7723489420,joinedS_280389388_4539051863_7723489420_7723489421_#1more,,,1254.33,1017.88,32
7723489421,joinedS_280389388_4539051863_7723489420_7723489421_#1more,,,1260.99,1005.19,32
7723489422,joinedS_280389388_4539051863_7723489420_7723489421_#1more,,,1239.31,1011.16,32
7723489432,7723489432,,,1640.34,899.61,2
7723489433,7723489433,,,1653.30,896.19,2
7723489436,joinedS_2178660139_7723489436,,,1746.63,870.56,8
7723489483,joinedS_4777363344_622618015_622618144_622618197_#2more,IK7KP,建國南一段-市民三段,2346.84,1356.57,18
7723489484,joinedS_4777363344_622618015_622618144_622618197_#2more,IK7KP,建國南一段-市民三段,2340.85,1367.05,18
7723489486,7723489486,,,2276.55,1361.53,2
7723489785,joinedS_622618112_622618230_7723489785_7723489786,IK7KP,建國南一段-市民三段,2274.83,1339.09,14
7723489786,joinedS_622618112_622618230_7723489785_7723489786,IK7KP,建國南一段-市民三段,2286.01,1368.10,14
7723490183,joinedS_1223756843_1446745543_6205739246_7723490183_#1more,,,896.19,436.43,19
7723490184,joinedS_1223756843_1446745543_6205739246_7723490183_#1more,,,889.95,425.92,19
7723490185,joinedS_1446745542_1933369991_5051817844_6612040617_#4more,,,1049.55,351.18,35
7723490187,joinedS_1446745542_1933369991_5051817844_6612040617_#4more,,,1073.78,311.86,35
7723490188,joinedS_1446745542_1933369991_5051817844_6612040617_#4more,,,1083.16,328.94,35
7723490826,joinedS_1446842514_7723490826_7723490827,,,1205.16,840.02,25
7723490827,joinedS_1446842514_7723490826_7723490827,,,1210.55,859.49,25
7782558672,joinedS_622617470_623979803_7782558672_7782558673_#3more,,,3339.88,1712.68,37
7782558673,joinedS_622617470_623979803_7782558672_7782558673_#3more,,,3339.44,1721.65,37
7782558674,joinedS_622617470_623979803_7782558672_7782558673_#3more,,,3339.70,1719.40,37
7782558680,joinedS_1962923607_3196847535_7782558680_7782558681,,,3398.37,1721.61,24
7782558681,joinedS_1962923607_3196847535_7782558680_7782558681,,,3398.17,1712.78,24
7782558682,joinedS_622617470_623979803_7782558672_7782558673_#3more,,,3350.89,1721.57,37
7782558683,joinedS_622617470_623979803_7782558672_7782558673_#3more,,,3350.30,1712.89,37
9383240480,9383240480,,,1154.15,1340.15,1
9383240485,9383240485,,,948.80,1367.53,4
9383263989,9383263989,,,1317.61,1246.85,6
9402530958,9402530958,,,591.33,1332.47,2
9402530959,9402530959,,,537.00,1346.68,3
9402558758,9402558758,,,793.91,1394.75,2
9402558759,9402558759,,,805.57,1437.45,2
9402558764,9402558764,,,1039.25,1532.39,2
9402558765,9402558765,,,1002.07,1543.02,2
9402568667,9402568667,,,874.64,1687.50,2
9402568668,9402568668,,,883.96,1737.64,2
9631728504,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1936.58,1466.88,97
9631736224,joinedS_11510670762_3086736519_3086736520_3208478133_#21more,,,1945.56,1472.36,97
965533172,965533172,,,817.25,1419.19,3
965533187,965533187,,,785.95,1411.70,3
965533193,joinedS_7578670107_7578670108_965533193,,,847.52,1586.73,20
965533210,joinedS_2727211119_965533210,,,769.84,1283.64,15
965533220,965533220,,,856.09,1704.76,3
9740924009,9740924009,,,2420.46,594.33,3
9740924010,9740924010,,,2420.68,601.34,1
9740924011,9740924011,,,2421.32,620.72,2
9740924012,9740924012,,,2421.09,613.69,2
9806495493,joinedS_13377838029_13377838034_13377838040_13377838070_#18more,,,1902.95,647.97,70
9806495498,joinedS_13377838029_13377838034_13377838040_13377838070_#18more,,,1930.69,592.74,70
cluster_1223757532_3145249104_385077754,cluster_1223757532_3145249104_385077754,,,260.78,1954.15,1
cluster_12702149434_4869910484,cluster_12702149434_4869910484,,,3075.44,2099.94,4
cluster_13266803229_7728491285,cluster_13266803229_7728491285,,,3508.41,1097.49,2
cluster_13266803253_7728491286,cluster_13266803253_7728491286,,,3512.31,1199.91,1
cluster_1466455161_5247483186,cluster_1466455161_5247483186,,,456.69,742.02,2
cluster_1466455165_5247483185,cluster_1466455165_5247483185,,,459.61,753.74,3
cluster_1466455170_648173142,cluster_1466455170_648173142,,,461.46,766.24,2
cluster_181184587_253559061_618865977_618865982,joinedS_4504820291_4510462195_4510564553_5296993479_#5more,,,3029.67,992.85,51
cluster_5246605982_656416087,cluster_5246605982_656416087,,,897.64,2179.29,1
cluster_619136818_619136847,cluster_619136818_619136847,,,2589.41,193.90,2
